,event,date_played,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,Opening,myrating,hour,time_of_day,type of game
1808,Rubinstein Arena,2020.03.30,Jayraj321,Jay_1999,Won,1392,-14,1948,1,Jay_1999,1948,Jayraj321,1392,Won against very high rated player,B10,Resignation/Checkmate,blitz,2020.03.30,2/10/2023 14:08,Standard,Caro-Kann Defense,1949,14,afternoon,afternoon
1809,Daily Blitz Arena,2020.03.29,Benrabia11,Jay_1999,Won,1701,-3,1946,2,Jay_1999,1946,Benrabia11,1701,Won against very high rated player,D00,Time forfeit,blitz,2020.03.29,2/10/2023 17:44,Standard,Queen's Pawn' Opening,1948,17,afternoon,afternoon
1810,Daily Blitz Arena,2020.03.29,Jay_1999,Hlavi,Lost,1952,-6,1909,7,Hlavi,1909,Jay_1999,1952,Lost against Similar Rating,D02,Time forfeit,blitz,2020.03.29,2/10/2023 17:33,Standard,London System,1952,17,afternoon,afternoon
1811,Daily Blitz Arena,2020.03.29,Jay_1999,chessbryk,Won,1944,8,2087,-8,Jay_1999,1944,chessbryk,2087,Won against very high rated player,B07,Resignation/Checkmate,blitz,2020.03.29,2/10/2023 17:26,Standard,Mixed of opening I usually not played,1952,17,afternoon,afternoon
1812,Daily Blitz Arena,2020.03.29,Jay_1999,New-Spirit,Won,1935,9,2135,-9,Jay_1999,1935,New-Spirit,2135,Won against very high rated player,A49,Resignation/Checkmate,blitz,2020.03.29,2/10/2023 17:20,Standard,"King's Indian, East Indian Defense",1944,17,afternoon,afternoon
1813,Daily Blitz Arena,2020.03.29,suryavarchasvin,Jay_1999,Won,1766,-3,1931,4,Jay_1999,1931,suryavarchasvin,1766,Won against very high rated player,B13,Resignation/Checkmate,blitz,2020.03.29,2/10/2023 17:17,Standard,Caro-Kann Defense,1935,17,afternoon,afternoon
1814,Daily Blitz Arena,2020.03.29,joy7man,Jay_1999,Won,1175,0,1931,0,Jay_1999,1931,joy7man,1175,Won against very high rated player,B01,Resignation/Checkmate,blitz,2020.03.29,2/10/2023 17:13,Standard,Scandinavian Defense,1931,17,afternoon,afternoon
1815,Daily Blitz Arena,2020.03.29,Jay_1999,Master_Vik_1998,Won,1923,8,2025,-8,Jay_1999,1923,Master_Vik_1998,2025,Won against very high rated player,A46,Resignation/Checkmate,blitz,2020.03.29,2/10/2023 17:06,Standard,Queen's Pawn' Opening,1931,17,afternoon,afternoon
1816,Sicilian Defense Blitz Arena,2020.03.29,pepastary,Jay_1999,Lost,2046,4,1927,-4,pepastary,2046,Jay_1999,1927,Lost against very high rated player,?,Resignation/Checkmate,blitz,2020.03.29,2/10/2023 12:41,From Position,Unknown,1927,12,afternoon,afternoon
1817,Sicilian Defense Blitz Arena,2020.03.29,Jay_1999,DobryPan,Won,1924,3,1755,-3,Jay_1999,1924,DobryPan,1755,Won against very high rated player,?,Resignation/Checkmate,blitz,2020.03.29,2/10/2023 12:36,From Position,Unknown,1927,12,afternoon,afternoon
1818,Sicilian Defense Blitz Arena,2020.03.29,Jay_1999,bubo5R,Won,1923,1,1465,-1,Jay_1999,1923,bubo5R,1465,Won against very high rated player,?,Resignation/Checkmate,blitz,2020.03.29,2/10/2023 12:35,From Position,Unknown,1924,12,afternoon,afternoon
1819,Sicilian Defense Blitz Arena,2020.03.29,sentischev,Jay_1999,Won,1638,-2,1921,2,Jay_1999,1921,sentischev,1638,Won against very high rated player,?,Time forfeit,blitz,2020.03.29,2/10/2023 12:25,From Position,Unknown,1923,12,afternoon,afternoon
1820,Sicilian Defense Blitz Arena,2020.03.29,pokefan63,Jay_1999,Won,1216,0,1921,0,Jay_1999,1921,pokefan63,1216,Won against very high rated player,?,Resignation/Checkmate,blitz,2020.03.29,2/10/2023 12:17,From Position,Unknown,1921,12,afternoon,afternoon
1821,Casual Blitz game,2020.03.29,tigu_dave,Jay_1999,Lost,1747,0,1921,0,tigu_dave,1747,Jay_1999,1921,Lost against very high rated player,D02,Resignation/Checkmate,blitz,2020.03.29,2/10/2023 9:14,Standard,London System,,9,morning,morning
1822,Smirin Arena,2020.03.27,Narendra_20111979,Jay_1999,Won,1681,-18,1918,3,Jay_1999,1918,Narendra_20111979,1681,Won against very high rated player,D02,Time forfeit,blitz,2020.03.27,2/10/2023 16:29,Standard,London System,1921,16,afternoon,afternoon
1823,Smirin Arena,2020.03.27,Jay_1999,anand_parmar,Won,1915,3,1707,-3,Jay_1999,1915,anand_parmar,1707,Won against very high rated player,A46,Resignation/Checkmate,blitz,2020.03.27,2/10/2023 16:21,Standard,Queen's Pawn' Opening,1918,16,afternoon,afternoon
1824,Smirin Arena,2020.03.27,Nigam2006_N,Jay_1999,Won,1717,-4,1911,4,Jay_1999,1911,Nigam2006_N,1717,Won against very high rated player,B01,Time forfeit,blitz,2020.03.27,2/10/2023 16:11,Standard,Scandinavian Defense,1915,16,afternoon,afternoon
1825,Smirin Arena,2020.03.27,Jay_1999,Kapildave999,Won,1909,2,1606,-2,Jay_1999,1909,Kapildave999,1606,Won against very high rated player,D02,Resignation/Checkmate,blitz,2020.03.27,2/10/2023 16:02,Standard,London System,1911,16,afternoon,afternoon
1826,Smirin Arena,2020.03.27,Jay_1999,kingdhaval,Won,1906,3,1746,-5,Jay_1999,1906,kingdhaval,1746,Won against very high rated player,C02,Resignation/Checkmate,blitz,2020.03.27,2/10/2023 15:51,Standard,French Defense,1909,15,afternoon,afternoon
1827,Smirin Arena,2020.03.27,upvats10,Jay_1999,Lost,1923,5,1912,-6,upvats10,1923,Jay_1999,1912,Lost against Similar Rating,B01,Resignation/Checkmate,blitz,2020.03.27,2/10/2023 15:47,Standard,Scandinavian Defense,1912,15,afternoon,afternoon
1828,Smirin Arena,2020.03.27,kingdhaval,Jay_1999,Won,1752,-6,1908,4,Jay_1999,1908,kingdhaval,1752,Won against very high rated player,D50,Time forfeit,blitz,2020.03.27,2/10/2023 15:39,Standard,Mixed of opening I usually not played,1912,15,afternoon,afternoon
1829,Rated Blitz game,2020.03.26,Jay_1999,AS22,Lost,1915,-7,1899,6,AS22,1899,Jay_1999,1915,Lost against Similar Rating,B33,Resignation/Checkmate,blitz,2020.03.26,2/10/2023 17:09,Standard,Sicillian Defense,1915,17,afternoon,afternoon
1830,Rated Blitz game,2020.03.26,Jay_1999,tigerinpetrosian,Won,1908,7,1901,-6,Jay_1999,1908,tigerinpetrosian,1901,Won against Similar Rating,A46,Resignation/Checkmate,blitz,2020.03.26,2/10/2023 16:54,Standard,Queen's Pawn' Opening,1915,16,afternoon,afternoon
1831,Rated Blitz game,2020.03.26,Oleandro14,Jay_1999,Draw,1907,0,1908,0,draw,0,draw,0,Draw Game,B13,Resignation/Checkmate,blitz,2020.03.26,2/10/2023 16:38,Standard,Caro-Kann Defense,,16,afternoon,afternoon
1832,KDCA e4 Arena,2020.03.25,Jay_1999,Mahesh2209,Won,1907,1,1330,-1,Jay_1999,1907,Mahesh2209,1330,Won against very high rated player,?,Resignation/Checkmate,blitz,2020.03.25,2/10/2023 12:43,From Position,Unknown,1908,12,afternoon,afternoon
1833,KDCA e4 Arena,2020.03.25,rushil123123,Jay_1999,Won,1980,-7,1898,9,Jay_1999,1898,rushil123123,1980,Won agaist high rated player,?,Resignation/Checkmate,blitz,2020.03.25,2/10/2023 12:37,From Position,Unknown,1907,12,afternoon,afternoon
1834,KDCA e4 Arena,2020.03.25,Jay_1999,rushil123123,Lost,1904,-6,1975,5,rushil123123,1975,Jay_1999,1904,Lost agaist high rated player,?,Resignation/Checkmate,blitz,2020.03.25,2/10/2023 12:30,From Position,Unknown,1904,12,afternoon,afternoon
1835,KDCA e4 Arena,2020.03.25,Jay_1999,Pankaj27,Won,1903,1,1481,-1,Jay_1999,1903,Pankaj27,1481,Won against very high rated player,?,Resignation/Checkmate,blitz,2020.03.25,2/10/2023 12:21,From Position,Unknown,1904,12,afternoon,afternoon
1836,KDCA e4 Arena,2020.03.25,Aaryan111,Jay_1999,Won,1400,-17,1902,1,Jay_1999,1902,Aaryan111,1400,Won against very high rated player,?,Abandoned,blitz,2020.03.25,2/10/2023 12:20,From Position,Unknown,1903,12,afternoon,afternoon
1837,KDCA e4 Arena,2020.03.25,Aaryan111,Jay_1999,Won,1420,-20,1900,2,Jay_1999,1900,Aaryan111,1420,Won against very high rated player,?,Resignation/Checkmate,blitz,2020.03.25,2/10/2023 12:10,From Position,Unknown,1902,12,afternoon,afternoon
1838,KDCA e4 Arena,2020.03.25,Mahesh2209,Jay_1999,Won,1331,0,1900,0,Jay_1999,1900,Mahesh2209,1331,Won against very high rated player,?,Resignation/Checkmate,blitz,2020.03.25,2/10/2023 12:07,From Position,Unknown,1900,12,afternoon,afternoon
1839,KDCA e4 Arena,2020.03.25,Jay_1999,Mahesh2209,Won,1899,1,1332,-1,Jay_1999,1899,Mahesh2209,1332,Won against very high rated player,?,Resignation/Checkmate,blitz,2020.03.25,2/10/2023 12:04,From Position,Unknown,1900,12,afternoon,afternoon
1840,Hourly Blitz Arena,2020.03.25,Jay_1999,karol33,Lost,1903,-4,2103,3,karol33,2103,Jay_1999,1903,Lost against very high rated player,D02,Resignation/Checkmate,blitz,2020.03.25,2/10/2023 11:21,Standard,London System,1903,11,morning,morning
1841,Hourly Blitz Arena,2020.03.25,KennyMing,Jay_1999,Won,1914,-6,1894,9,Jay_1999,1894,KennyMing,1914,Won against Similar Rating,B12,Resignation/Checkmate,blitz,2020.03.25,2/10/2023 11:18,Standard,Caro-Kann Defense,1903,11,morning,morning
1842,Rated Blitz game,2020.03.25,Jay_1999,Ratilla,Lost,1902,-8,1904,6,Ratilla,1904,Jay_1999,1902,Lost against Similar Rating,A46,Resignation/Checkmate,blitz,2020.03.25,2/10/2023 11:10,Standard,Queen's Pawn' Opening,1902,11,morning,morning
1843,Casual Blitz game,2020.03.24,tigu_dave,Jay_1999,Lost,1672,0,1902,0,tigu_dave,1672,Jay_1999,1902,Lost against very high rated player,D02,Resignation/Checkmate,blitz,2020.03.24,2/10/2023 15:54,Standard,London System,,15,afternoon,afternoon
1844,Casual Blitz game,2020.03.24,Jay_1999,tigu_dave,Won,1902,0,1672,0,Jay_1999,1902,tigu_dave,1672,Won against very high rated player,A02,Resignation/Checkmate,blitz,2020.03.24,2/10/2023 15:49,Standard,Bird's Opening,,15,afternoon,afternoon
1845,Casual Blitz game,2020.03.24,tigu_dave,Jay_1999,Won,1672,0,1902,0,Jay_1999,1902,tigu_dave,1672,Won against very high rated player,A05,Resignation/Checkmate,blitz,2020.03.24,2/10/2023 15:37,Standard,Reti Opening,,15,afternoon,afternoon
1846,Hourly Blitz Arena,2020.03.24,Ktusak,Jay_1999,Lost,2196,2,1905,-3,Ktusak,2196,Jay_1999,1905,Lost against very high rated player,B13,Resignation/Checkmate,blitz,2020.03.24,2/10/2023 12:11,Standard,Caro-Kann Defense,1905,12,afternoon,afternoon
1847,Hourly Blitz Arena,2020.03.24,mikelmartin,Jay_1999,Won,1768,-4,1899,6,Jay_1999,1899,mikelmartin,1768,Won against very high rated player,A13,Resignation/Checkmate,blitz,2020.03.24,2/10/2023 12:06,Standard,English Opening,1905,12,afternoon,afternoon
1848,Hourly Blitz Arena,2020.03.24,Jay_1999,serlav,Won,1896,3,1664,-3,Jay_1999,1896,serlav,1664,Won against very high rated player,A40,Resignation/Checkmate,blitz,2020.03.24,2/10/2023 11:45,Standard,Queen's Pawn' Opening,1899,11,morning,morning
1849,Hourly Blitz Arena,2020.03.24,Jay_1999,H_Guderian,Won,1887,9,1877,-6,Jay_1999,1887,H_Guderian,1877,Won against Similar Rating,A40,Time forfeit,blitz,2020.03.24,2/10/2023 11:34,Standard,Queen's Pawn' Opening,1896,11,morning,morning
1850,Hourly Blitz Arena,2020.03.24,Jay_1999,Rajendra7211,Won,1877,10,1922,-6,Jay_1999,1877,Rajendra7211,1922,Won against Similar Rating,A42,Resignation/Checkmate,blitz,2020.03.24,2/10/2023 11:31,Standard,Mixed of opening I usually not played,1887,11,morning,morning
1851,Casual Blitz game,2020.03.23,Jay_1999,upvats10,Lost,1877,0,1920,0,upvats10,1920,Jay_1999,1877,Lost against Similar Rating,B32,Resignation/Checkmate,blitz,2020.03.23,2/10/2023 6:31,Standard,Sicillian Defense,,6,morning,morning
1852,Casual Blitz game,2020.03.23,upvats10,Jay_1999,Won,1920,0,1877,0,Jay_1999,1877,upvats10,1920,Won against Similar Rating,B12,Resignation/Checkmate,blitz,2020.03.23,2/10/2023 6:22,Standard,Caro-Kann Defense,,6,morning,morning
1853,Casual Blitz game,2020.03.23,Jay_1999,upvats10,Lost,1877,0,1920,0,upvats10,1920,Jay_1999,1877,Lost against Similar Rating,D37,Resignation/Checkmate,blitz,2020.03.23,2/10/2023 6:15,Standard,Queen's Gambit Declined,,6,morning,morning
1854,Rated Blitz game,2020.03.22,chessmary,Jay_1999,Lost,1859,17,1886,-9,chessmary,1859,Jay_1999,1886,Lost against Similar Rating,B10,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 13:04,Standard,Caro-Kann Defense,1886,13,afternoon,afternoon
1855,Szabó Arena,2020.03.22,Jay_1999,Amulnagar12,Lost,1900,-14,1328,266,Amulnagar12,1328,Jay_1999,1900,Lost against very high rated player,C41,Time forfeit,blitz,2020.03.22,2/10/2023 12:52,Standard,Philidor's Defense,1900,12,afternoon,afternoon
1856,Szabó Arena,2020.03.22,anand_parmar,Jay_1999,Won,1665,-5,1896,4,Jay_1999,1896,anand_parmar,1665,Won against very high rated player,A22,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 12:42,Standard,English Opening,1900,12,afternoon,afternoon
1857,Szabó Arena,2020.03.22,vidwatchess,Jay_1999,Won,1322,-10,1895,1,Jay_1999,1895,vidwatchess,1322,Won against very high rated player,B00,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 12:36,Standard,Mixed of opening I usually not played,1896,12,afternoon,afternoon
1858,Szabó Arena,2020.03.22,Jay_1999,Raxesh,Won,1888,7,1811,-17,Jay_1999,1888,Raxesh,1811,Won agaist high rated player,A40,Abandoned,blitz,2020.03.22,2/10/2023 12:34,Standard,Queen's Pawn' Opening,1895,12,afternoon,afternoon
1859,Szabó Arena,2020.03.22,Raxesh,Jay_1999,Lost,1779,32,1900,-12,Raxesh,1779,Jay_1999,1900,Lost against very high rated player,B15,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 12:30,Standard,Caro-Kann Defense,1900,12,afternoon,afternoon
1860,Szabó Arena,2020.03.22,Mahesh2007,Jay_1999,Won,1878,-7,1890,10,Jay_1999,1890,Mahesh2007,1878,Won against Similar Rating,B13,Time forfeit,blitz,2020.03.22,2/10/2023 12:22,Standard,Caro-Kann Defense,1900,12,afternoon,afternoon
1861,Szabó Arena,2020.03.22,Jay_1999,Amulnagar12,Won,1889,1,1381,-18,Jay_1999,1889,Amulnagar12,1381,Won against very high rated player,C41,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 12:16,Standard,Philidor's Defense,1890,12,afternoon,afternoon
1862,Szabó Arena,2020.03.22,Jay_1999,bhrugeshprajapati,Lost,1902,-13,1778,23,bhrugeshprajapati,1778,Jay_1999,1902,Lost against very high rated player,D02,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 12:07,Standard,London System,1902,12,afternoon,afternoon
1863,Rated Blitz game,2020.03.22,alexmtr10,Jay_1999,Lost,2009,4,1909,-7,alexmtr10,2009,Jay_1999,1909,Lost against very high rated player,B00,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 11:29,Standard,Mixed of opening I usually not played,1909,11,morning,morning
1864,Rated Blitz game,2020.03.22,Jay_1999,Crawford,Won,1899,10,1872,-5,Jay_1999,1899,Crawford,1872,Won against Similar Rating,D02,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 8:57,Standard,London System,1909,8,morning,morning
1865,Smirin Arena,2020.03.22,mihirrockstar111,Jay_1999,Won,1730,-13,1893,6,Jay_1999,1893,mihirrockstar111,1730,Won against very high rated player,B50,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 6:49,Standard,Sicillian Defense,1899,6,morning,morning
1866,Smirin Arena,2020.03.22,Jay_1999,mr_Ozair_Gandhi,Won,1888,5,1624,-8,Jay_1999,1888,mr_Ozair_Gandhi,1624,Won against very high rated player,D02,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 6:37,Standard,London System,1893,6,morning,morning
1867,Smirin Arena,2020.03.22,Jay_1999,Bhavin8080,Won,1881,7,1807,-83,Jay_1999,1881,Bhavin8080,1807,Won agaist high rated player,A48,Time forfeit,blitz,2020.03.22,2/10/2023 6:26,Standard,"King's Indian, East Indian Defense",1888,6,morning,morning
1868,Smirin Arena,2020.03.22,anand_parmar,Jay_1999,Won,1617,-7,1876,5,Jay_1999,1876,anand_parmar,1617,Won against very high rated player,B01,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 6:17,Standard,Scandinavian Defense,1881,6,morning,morning
1869,Smirin Arena,2020.03.22,mihirrockstar111,Jay_1999,Lost,1668,43,1893,-17,mihirrockstar111,1668,Jay_1999,1893,Lost against very high rated player,B01,Resignation/Checkmate,blitz,2020.03.22,2/10/2023 6:05,Standard,Scandinavian Defense,1893,6,morning,morning
1870,Smirin Arena,2020.03.22,Jay_1999,Mahesh2007,Won,1879,14,1939,-10,Jay_1999,1879,Mahesh2007,1939,Won agaist high rated player,A40,Abandoned,blitz,2020.03.22,2/10/2023 5:58,Standard,Queen's Pawn' Opening,1893,5,night,night
1871,Rated Blitz game,2020.03.22,Brojerd,Jay_1999,Won,1870,-5,1866,13,Jay_1999,1866,Brojerd,1870,Won against Similar Rating,B12,Time forfeit,blitz,2020.03.22,2/10/2023 5:40,Standard,Caro-Kann Defense,1879,5,night,night
1872,Rated Blitz game,2020.02.11,tabs101,Jay_1999,Lost,1879,6,1876,-10,tabs101,1879,Jay_1999,1876,Lost against Similar Rating,B12,Resignation/Checkmate,blitz,2020.02.11,2/10/2023 4:57,Standard,Caro-Kann Defense,1876,4,night,night
1873,Rated Blitz game,2020.02.08,Jay_1999,mmbb,Won,1868,8,1771,-4,Jay_1999,1868,mmbb,1771,Won agaist high rated player,C00,Resignation/Checkmate,blitz,2020.02.08,2/10/2023 8:39,Standard,French Defense,1876,8,morning,morning
1874,Rated Rapid game,2020.01.29,rushil123123,Jay_1999,Lost,2005,22,1982,-20,rushil123123,2005,Jay_1999,1982,Lost against Similar Rating,B50,Resignation/Checkmate,rapid,2020.01.29,2/10/2023 16:09,Standard,Sicillian Defense,1982,16,afternoon,afternoon
1875,Rated Blitz game,2020.01.20,Jay_1999,GarryKapivarov,Won,1861,7,1759,-5,Jay_1999,1861,GarryKapivarov,1759,Won against very high rated player,C66,Resignation/Checkmate,blitz,2020.01.20,2/10/2023 14:44,Standard,Ruy Lopez (Spanish Opening),1868,14,afternoon,afternoon
1876,Rated Blitz game,2020.01.18,avacado,Jay_1999,Lost,1858,6,1871,-10,avacado,1858,Jay_1999,1871,Lost against Similar Rating,B12,Resignation/Checkmate,blitz,2020.01.18,2/10/2023 6:15,Standard,Caro-Kann Defense,1871,6,morning,morning
1877,Rated Blitz game,2020.01.06,Jay_1999,Sevi777,Lost,1881,-10,1835,11,Sevi777,1835,Jay_1999,1881,Lost against Similar Rating,A04,Resignation/Checkmate,blitz,2020.01.06,2/10/2023 17:19,Standard,Reti Opening,1881,17,afternoon,afternoon
1878,Rated Blitz game,2020.01.06,Jay_1999,Niels_H,Won,1872,9,1852,-6,Jay_1999,1872,Niels_H,1852,Won against Similar Rating,D02,Resignation/Checkmate,blitz,2020.01.06,2/10/2023 17:17,Standard,London System,1881,17,afternoon,afternoon
1879,Rated Blitz game,2019.12.24,at-this-level,Jay_1999,Lost,1990,5,1878,-6,at-this-level,1990,Jay_1999,1878,Lost against very high rated player,B11,Resignation/Checkmate,blitz,2019.12.24,2/10/2023 8:07,Standard,Caro-Kann Defense,1878,8,morning,morning
1880,Rated Blitz game,2019.12.10,shekharfide1377,Jay_1999,Lost,1889,8,1885,-7,shekharfide1377,1889,Jay_1999,1885,Lost against Similar Rating,B13,Resignation/Checkmate,blitz,2019.12.10,2/10/2023 9:36,Standard,Caro-Kann Defense,1885,9,morning,morning
1881,Rated Blitz game,2019.12.10,Jay_1999,allexx7777,Lost,1888,-3,2161,2,allexx7777,2161,Jay_1999,1888,Lost against very high rated player,B30,Resignation/Checkmate,blitz,2019.12.10,2/10/2023 8:22,Standard,Sicillian Defense,1888,8,morning,morning
1882,Rated Blitz game,2019.11.28,cantfindaname,Jay_1999,Won,1821,-6,1882,6,Jay_1999,1882,cantfindaname,1821,Won agaist high rated player,B13,Time forfeit,blitz,2019.11.28,2/10/2023 19:28,Standard,Caro-Kann Defense,1888,19,evening,evening
1883,Rated Blitz game,2019.11.28,Jay_1999,efrahimakan1990,Lost,1889,-7,1916,7,efrahimakan1990,1916,Jay_1999,1889,Lost against Similar Rating,C54,Resignation/Checkmate,blitz,2019.11.28,2/10/2023 19:13,Standard,Giuoco Piano,1889,19,evening,evening
1884,Rated Blitz game,2019.11.28,Jay_1999,steikjefarsken,Won,1882,7,1832,-6,Jay_1999,1882,steikjefarsken,1832,Won agaist high rated player,C55,Resignation/Checkmate,blitz,2019.11.28,2/10/2023 19:05,Standard,Two Knights Defense,1889,19,evening,evening
1885,Casual Rapid game,2019.11.26,Jay_1999,tigu_dave,Won,1982,0,1778,0,Jay_1999,1982,tigu_dave,1778,Won against very high rated player,B40,Resignation/Checkmate,rapid,2019.11.26,2/10/2023 14:05,Standard,Sicillian Defense,,14,afternoon,afternoon
1886,agadmator's 500k Arena,2019.11.23,Jay_1999,giovagnoli1998,Lost,1713,-10,1698,8,giovagnoli1998,1698,Jay_1999,1713,Lost against Similar Rating,C01,Resignation/Checkmate,bullet,2019.11.23,2/10/2023 18:14,Standard,French Defense,1713,18,evening,evening
1887,agadmator's 500k Arena,2019.11.23,SsoslesS,Jay_1999,Won,993,0,1712,1,Jay_1999,1712,SsoslesS,993,Won against very high rated player,B10,Resignation/Checkmate,bullet,2019.11.23,2/10/2023 18:12,Standard,Caro-Kann Defense,1713,18,evening,evening
1888,agadmator's 500k Arena,2019.11.23,Sedukh_Alexandr06,Jay_1999,Lost,1734,36,1721,-9,Sedukh_Alexandr06,1734,Jay_1999,1721,Lost against Similar Rating,B12,Time forfeit,bullet,2019.11.23,2/10/2023 18:08,Standard,Caro-Kann Defense,1721,18,evening,evening
1889,agadmator's 500k Arena,2019.11.23,Jay_1999,American_Liam,Won,1720,1,1074,0,Jay_1999,1720,American_Liam,1074,Won against very high rated player,A40,Resignation/Checkmate,bullet,2019.11.23,2/10/2023 18:04,Standard,Queen's Pawn' Opening,1721,18,evening,evening
1890,agadmator's 500k Arena,2019.11.23,lenex4,Jay_1999,Won,1406,-2,1717,3,Jay_1999,1717,lenex4,1406,Won against very high rated player,B10,Resignation/Checkmate,bullet,2019.11.23,2/10/2023 18:02,Standard,Caro-Kann Defense,1720,18,evening,evening
1891,agadmator's 500k Arena,2019.11.23,Jay_1999,CupOfTheorem,Lost,1727,-10,1734,13,CupOfTheorem,1734,Jay_1999,1727,Lost against Similar Rating,B01,Resignation/Checkmate,bullet,2019.11.23,2/10/2023 17:57,Standard,Scandinavian Defense,1727,17,afternoon,afternoon
1892,Rated Blitz game,2019.11.23,tartakovver,Jay_1999,Lost,2072,4,1886,-4,tartakovver,2072,Jay_1999,1886,Lost against very high rated player,A23,Time forfeit,blitz,2019.11.23,2/10/2023 14:49,Standard,English Opening,1886,14,afternoon,afternoon
